date,channel,campaign,spend,impressions,clicks,conversions,revenue
2025-03-02,Google,Google_Display,96.25,6073,210,7,813.17
2025-03-02,Facebook,FB_Retargeting,54.09,5760,138,3,319.65
2025-03-02,Google,Google_Search_Brand,164.75,9304,264,12,1105.08
2025-03-03,Facebook,FB_Retargeting,171.01,20676,456,23,1915.19
2025-03-03,Google,Google_Search_Brand,239.11,17496,477,26,3323.53
2025-03-03,Google,Google_Display,228.34,16668,436,30,3354.52
2025-03-03,Instagram,IG_Influencer,123.98,19840,300,13,1148.8
2025-03-03,Email,Email_Newsletter,45.72,22858,131,4,323.1
2025-03-03,Email,Email_Abandoned_Cart,44.11,22054,182,6,568.94
2025-03-04,Facebook,FB_Retargeting,141.25,11829,268,10,826.08
2025-03-04,Google,Google_Search_Brand,137.47,10026,337,22,2418.08
2025-03-04,Google,Google_Display,211.95,12785,328,24,3085.9
2025-03-04,Instagram,IG_Influencer,84.96,12467,189,6,610.29
2025-03-04,Email,Email_Newsletter,68.73,34366,268,10,813.21
2025-03-04,Email,Email_Abandoned_Cart,60.8,30400,222,7,508.69
2025-03-05,Email,Email_Abandoned_Cart,75.9,37947,308,11,897.95
2025-03-05,Email,Email_Newsletter,61.87,30936,318,6,535.56
2025-03-05,Instagram,IG_Influencer,128.24,15019,175,8,696.8
2025-03-05,Google,Google_Search_Brand,183.85,13596,397,20,2505.93
2025-03-05,Facebook,FB_Retargeting,139.96,16019,383,20,1721.68
2025-03-05,Google,Google_Display,200.97,11330,297,23,2684.49
2025-03-06,Email,Email_Newsletter,59.98,29991,293,9,585.46
2025-03-06,Instagram,IG_Influencer,110.93,14219,248,10,948.37
2025-03-06,Email,Email_Abandoned_Cart,45.68,22841,161,5,313.93
2025-03-06,Google,Google_Search_Brand,245.6,17600,570,34,3296.32
2025-03-06,Facebook,FB_Retargeting,119.8,12120,281,13,1226.06
2025-03-06,Google,Google_Display,233.62,21621,510,27,2805.78
2025-03-07,Facebook,FB_Retargeting,142.65,16012,374,17,1797.16
2025-03-07,Google,Google_Search_Brand,170.68,10973,303,17,1674.6
2025-03-07,Google,Google_Display,198.5,11697,368,27,3148.18
2025-03-07,Instagram,IG_Influencer,93.23,13241,252,10,924.18
2025-03-07,Email,Email_Newsletter,43.81,21903,200,6,451.3
2025-03-07,Email,Email_Abandoned_Cart,36.23,18114,119,3,185.04
2025-03-08,Email,Email_Newsletter,34.86,17432,128,1,72.0
2025-03-08,Email,Email_Abandoned_Cart,32.88,16438,94,1,94.09
2025-03-08,Instagram,IG_Influencer,85.2,9666,148,2,159.35
2025-03-08,Google,Google_Search_Brand,145.33,9065,290,8,1028.1
2025-03-08,Facebook,FB_Retargeting,111.97,12277,289,7,815.02
2025-03-08,Google,Google_Display,113.81,6841,165,7,661.52
2025-03-09,Facebook,FB_Retargeting,124.96,10800,182,4,358.32
2025-03-09,Google,Google_Search_Brand,187.9,11487,235,9,1168.36
2025-03-09,Google,Google_Display,141.96,13508,438,17,1608.15
2025-03-09,Instagram,IG_Influencer,86.27,13531,258,6,619.03
2025-03-09,Email,Email_Newsletter,36.33,18163,130,1,77.38
2025-03-09,Email,Email_Abandoned_Cart,42.01,21003,186,4,310.94
2025-03-10,Email,Email_Abandoned_Cart,45.23,22614,151,3,241.99
2025-03-10,Instagram,IG_Influencer,116.58,16612,226,8,574.61
2025-03-10,Email,Email_Newsletter,47.99,23996,189,5,339.22
2025-03-10,Google,Google_Search_Brand,265.23,24481,630,40,4643.56
2025-03-10,Facebook,FB_Retargeting,208.29,20091,221,5,572.82
2025-03-10,Google,Google_Display,215.17,13491,372,25,2320.93
2025-03-11,Facebook,FB_Retargeting,140.72,12553,130,3,357.78299999999996
2025-03-11,Google,Google_Search_Brand,169.91,9734,252,13,1490.87
2025-03-11,Google,Google_Display,187.24,13317,440,28,3306.53
2025-03-11,Instagram,IG_Influencer,84.08,8432,95,3,257.35
2025-03-11,Email,Email_Newsletter,31.97,15984,159,5,361.87
2025-03-11,Email,Email_Abandoned_Cart,34.16,17079,188,6,360.38
2025-03-12,Email,Email_Newsletter,49.01,24507,247,7,664.64
2025-03-12,Facebook,FB_Retargeting,135.51,15005,117,3,386.868
2025-03-12,Google,Google_Search_Brand,205.87,18859,485,30,3142.86
2025-03-12,Google,Google_Display,191.55,11965,252,13,1354.48
2025-03-12,Instagram,IG_Influencer,80.26,8217,137,5,422.38
2025-03-12,Email,Email_Abandoned_Cart,50.19,25094,153,5,313.29
2025-03-13,Email,Email_Abandoned_Cart,47.5,23749,174,4,336.17
2025-03-13,Instagram,IG_Influencer,82.68,9511,121,4,406.24
2025-03-13,Email,Email_Newsletter,63.92,31962,335,12,926.87
2025-03-13,Google,Google_Search_Brand,204.34,13979,288,15,1685.19
2025-03-13,Google,Google_Display,250.63,16468,538,38,4073.5
2025-03-13,Facebook,FB_Retargeting,115.69,14376,138,3,357.984
2025-03-14,Email,Email_Newsletter,44.76,22381,137,4,244.41
2025-03-14,Instagram,IG_Influencer,115.12,13219,212,7,551.01
2025-03-14,Email,Email_Abandoned_Cart,47.52,23760,233,6,369.36
2025-03-14,Google,Google_Search_Brand,220.56,12882,324,17,1547.3
2025-03-14,Facebook,FB_Retargeting,162.88,17148,142,3,334.245
2025-03-14,Google,Google_Display,227.17,17852,376,23,2356.32
2025-03-15,Facebook,FB_Retargeting,103.14,11937,90,1,147.51
2025-03-15,Google,Google_Search_Brand,129.64,10527,352,10,1282.37
2025-03-15,Google,Google_Display,159.51,10760,348,16,1624.58
2025-03-15,Instagram,IG_Influencer,65.33,6635,92,1,83.62
2025-03-15,Email,Email_Newsletter,26.64,13321,104,1,93.35
2025-03-15,Email,Email_Abandoned_Cart,36.0,18000,114,1,67.78
2025-03-16,Email,Email_Abandoned_Cart,24.48,12239,115,1,91.62
2025-03-16,Email,Email_Newsletter,53.51,26755,234,4,355.54
2025-03-16,Instagram,IG_Influencer,66.0,7780,93,1,71.58
2025-03-16,Google,Google_Search_Brand,126.78,8657,191,7,805.35
2025-03-16,Facebook,FB_Retargeting,101.47,11173,275,8,751.13
2025-03-16,Google,Google_Display,69.15,3852,127,4,451.1
2025-03-17,Facebook,FB_Retargeting,165.98,18233,433,25,2148.8
2025-03-17,Google,Google_Search_Brand,195.59,14274,495,31,3860.8
2025-03-17,Google,Google_Display,135.53,11031,254,18,1898.31
2025-03-17,Instagram,IG_Influencer,131.5,16345,243,10,1046.23
2025-03-17,Email,Email_Newsletter,51.92,25961,259,8,785.94
2025-03-17,Email,Email_Abandoned_Cart,55.5,27749,135,5,387.83
2025-03-18,Email,Email_Newsletter,57.25,28625,179,6,544.54
2025-03-18,Facebook,FB_Retargeting,167.81,15971,387,15,1486.11
2025-03-18,Google,Google_Search_Brand,82.38,5314,163,11,1049.15
2025-03-18,Google,Google_Display,161.13,9804,237,13,1667.87
2025-03-18,Instagram,IG_Influencer,72.41,11997,239,10,1031.39
2025-03-18,Email,Email_Abandoned_Cart,55.16,27580,258,9,760.9
2025-03-19,Email,Email_Abandoned_Cart,40.6,20300,139,3,256.86
2025-03-19,Instagram,IG_Influencer,104.27,16814,180,6,490.87
2025-03-19,Email,Email_Newsletter,42.31,21154,228,6,577.47
2025-03-19,Google,Google_Search_Brand,164.73,12878,279,20,2558.15
2025-03-19,Facebook,FB_Retargeting,149.2,17953,342,16,1322.25
2025-03-19,Google,Google_Display,124.26,11705,321,23,2720.52
2025-03-20,Facebook,FB_Retargeting,151.8,16095,345,14,1617.65
2025-03-20,Google,Google_Search_Brand,211.1,15051,402,27,3104.77
2025-03-20,Google,Google_Display,208.39,17459,536,40,4886.33
2025-03-20,Instagram,IG_Influencer,90.17,10982,166,5,505.07
2025-03-20,Email,Email_Newsletter,49.74,24872,128,4,248.69
2025-03-20,Email,Email_Abandoned_Cart,32.31,16154,117,2,160.89
2025-03-21,Facebook,FB_Retargeting,126.15,11107,167,7,767.45
2025-03-21,Google,Google_Search_Brand,185.59,14811,318,19,1915.5
2025-03-21,Google,Google_Display,162.86,9984,333,20,2527.95
2025-03-21,Instagram,IG_Influencer,105.74,14081,276,8,779.85
2025-03-21,Email,Email_Newsletter,23.05,11525,103,2,133.36
2025-03-21,Email,Email_Abandoned_Cart,43.79,21895,197,7,633.09
2025-03-22,Instagram,IG_Influencer,37.85,4173,59,1,104.01
2025-03-22,Email,Email_Newsletter,39.36,19677,182,2,174.23
2025-03-22,Email,Email_Abandoned_Cart,27.03,13514,91,1,86.07
2025-03-22,Google,Google_Display,0.0,0,0,0,0.0
2025-03-22,Facebook,FB_Retargeting,106.86,11625,186,6,634.6
2025-03-22,Google,Google_Search_Brand,145.52,14012,355,16,1760.26
2025-03-23,Facebook,FB_Retargeting,86.74,8198,155,4,351.87
2025-03-23,Google,Google_Search_Brand,171.51,10017,243,8,738.59
2025-03-23,Google,Google_Display,0.0,0,0,0,0.0
2025-03-23,Instagram,IG_Influencer,55.97,7615,77,1,86.55
2025-03-23,Email,Email_Newsletter,17.06,8531,68,0,0.0
2025-03-23,Email,Email_Abandoned_Cart,33.66,16831,151,3,217.42
2025-03-24,Email,Email_Abandoned_Cart,55.06,27530,139,3,238.09
2025-03-24,Email,Email_Newsletter,54.32,27160,220,6,432.7
2025-03-24,Instagram,IG_Influencer,137.53,16018,316,14,993.21
2025-03-24,Facebook,FB_Retargeting,180.03,17851,441,18,1452.2
2025-03-24,Google,Google_Search_Brand,240.16,14860,477,25,2515.58
2025-03-24,Google,Google_Display,214.28,16760,428,21,2141.83
2025-03-25,Email,Email_Abandoned_Cart,39.85,19924,186,6,374.93
2025-03-25,Email,Email_Newsletter,65.81,32902,200,7,501.34
2025-03-25,Instagram,IG_Influencer,87.67,10546,120,5,477.19
2025-03-25,Google,Google_Search_Brand,266.46,14860,418,32,2976.77
2025-03-25,Facebook,FB_Retargeting,144.72,17582,432,25,2785.19
2025-03-25,Google,Google_Display,149.59,12933,285,19,2303.8
2025-03-26,Facebook,FB_Retargeting,124.95,14635,359,18,1614.16
2025-03-26,Google,Google_Search_Brand,283.58,20248,611,31,3130.63
2025-03-26,Google,Google_Display,192.78,13413,355,18,1739.34
2025-03-26,Instagram,IG_Influencer,127.46,16378,198,6,622.48
2025-03-26,Email,Email_Newsletter,45.71,22853,161,6,598.76
2025-03-26,Email,Email_Abandoned_Cart,55.89,27942,300,9,633.44
2025-03-27,Email,Email_Abandoned_Cart,53.56,26778,192,6,413.3
2025-03-27,Email,Email_Newsletter,64.84,32420,163,3,222.84
2025-03-27,Instagram,IG_Influencer,100.38,14362,235,10,765.08
2025-03-27,Facebook,FB_Retargeting,210.73,25412,539,32,2803.34
2025-03-27,Google,Google_Search_Brand,145.47,8902,299,23,2953.32
2025-03-27,Google,Google_Display,217.04,13515,303,19,2255.93
2025-03-28,Email,Email_Abandoned_Cart,54.07,27033,178,4,386.92
2025-03-28,Email,Email_Newsletter,28.2,14100,98,3,223.03
2025-03-28,Instagram,IG_Influencer,86.74,11458,201,9,972.33
2025-03-28,Google,Google_Search_Brand,163.72,11823,353,18,1828.0
2025-03-28,Facebook,FB_Retargeting,158.82,14550,232,11,892.83
2025-03-28,Google,Google_Display,206.79,11522,238,17,1782.77
2025-03-29,Facebook,FB_Retargeting,105.3,11853,182,4,348.04
2025-03-29,Google,Google_Search_Brand,113.29,6690,162,7,792.85
2025-03-29,Google,Google_Display,195.34,13821,433,15,1561.83
2025-03-29,Instagram,IG_Influencer,48.1,5022,97,2,173.56
2025-03-29,Email,Email_Newsletter,34.11,17053,102,1,67.45
2025-03-29,Email,Email_Abandoned_Cart,45.58,22789,197,2,125.69
2025-03-30,Email,Email_Newsletter,27.39,13694,61,1,98.67
2025-03-30,Facebook,FB_Retargeting,50.31,4474,104,2,215.49
2025-03-30,Google,Google_Search_Brand,145.57,9003,268,8,1000.28
2025-03-30,Google,Google_Display,90.2,6730,138,4,482.49
2025-03-30,Instagram,IG_Influencer,74.48,12412,175,4,288.74
2025-03-30,Email,Email_Abandoned_Cart,27.4,13699,101,1,93.94
2025-03-31,Instagram,IG_Influencer,134.87,15261,178,8,746.81
2025-03-31,Google,Google_Display,184.9,12557,375,19,2123.82
2025-03-31,Email,Email_Newsletter,59.33,29664,233,8,512.81
2025-03-31,Facebook,FB_Retargeting,103.14,11088,245,13,1134.44
2025-03-31,Google,Google_Search_Brand,181.54,13999,469,34,4399.41
2025-03-31,Email,Email_Abandoned_Cart,36.72,18358,139,3,291.95
